Location,No. of Cases,Date
Yishun Avenue 7 (Blk 172),2,02-01-18
Yishun Avenue 7 (Blk 173),2,02-01-18
Yishun Avenue 7 (Blk 174),1,02-01-18
Yishun Ring Road (Blk 166),4,02-01-18
Canberra Crescent (Blk 130B),1,02-01-18
Canberra Crescent,2,02-01-18
Canberra Link,3,02-01-18
Canberra View,2,02-01-18
Redhill Close (Blk 15),2,02-01-18
Redhill Close (Blk 90),1,02-01-18
Dunman Lane (D- Mansions),1,02-01-18
Swanage Road,2,02-01-18
Tanjong Katong Road,1,02-01-18
Jelapang Road (Blk 507),3,02-01-18
Jelapang Road (Blk 520),1,02-01-18
Kampong Eunos (Eunos Park),3,02-01-18
Woodlands Drive 52 (Blk 623),1,02-01-18
Woodlands Ring Road (Blk 656),1,02-01-18
Woodlands Ring Road (Blk 664),1,02-01-18
Lorong H Telok Kurau,2,02-01-18
Lorong K Telok Kurau,1,02-01-18
Woodlands Drive 52 (Blk 620),1,02-01-18
Woodlands Ring Road (Blk 628B),1,02-01-18
Yishun Avenue 7 (Blk 172),2,05-01-18
Yishun Avenue 7 (Blk 173),2,05-01-18
Yishun Avenue 7 (Blk 174),2,05-01-18
Yishun Ring Road (Blk 166),4,05-01-18
Canberra Crescent (Blk 130B),1,05-01-18
Canberra Crescent,2,05-01-18
Canberra Link,4,05-01-18
Canberra View,2,05-01-18
Redhill Close (Blk 15),2,05-01-18
Redhill Close (Blk 90),1,05-01-18
Dunman Lane (D- Mansions),1,05-01-18
Swanage Road,2,05-01-18
Tanjong Katong Road,1,05-01-18
Jelapang Road (Blk 507),3,05-01-18
Jelapang Road (Blk 520),1,05-01-18
Kampong Eunos (Eunos Park),3,05-01-18
Woodlands Drive 52 (Blk 623),1,05-01-18
Woodlands Ring Road (Blk 656),1,05-01-18
Woodlands Ring Road (Blk 664),1,05-01-18
Lorong H Telok Kurau,2,05-01-18
Lorong K Telok Kurau,1,05-01-18
Toh Guan Road (Blk 286C),2,05-01-18
Woodlands Drive 52 (Blk 620),1,05-01-18
Woodlands Ring Road (Blk 628B),1,05-01-18
Yishun Avenue 7 (Blk 172),2,11-01-18
Yishun Avenue 7 (Blk 173),4,11-01-18
Yishun Avenue 7 (Blk 174),2,11-01-18
Yishun Ring Road (Blk 166),7,11-01-18
Canberra Crescent (Blk 130B),1,11-01-18
Canberra Crescent,2,11-01-18
Canberra Link,4,11-01-18
Canberra View,2,11-01-18
Joo Chiat Avenue,1,11-01-18
Lorong G Telok Kurau,1,11-01-18
Lorong H Telok Kurau,3,11-01-18
Yishun Street 11 (Blk 128),6,11-01-18
Ah Hood Road (The Belleforte),1,11-01-18
Jalan Dusun (Blk 104),1,11-01-18
Jalan Dusun (Blk 106),1,11-01-18
Kampong Eunos (Eunos Park),3,11-01-18
Woodlands Drive 52 (Blk 620),2,11-01-18
Woodlands Ring Road (Blk 628B),1,11-01-18
Tampines Street 44 (Blk 468),1,11-01-18
Tampines Street 44 (Blk 469),1,11-01-18
Tampines Street 82 (Blk 842H),1,11-01-18
Yishun Avenue 7 (Blk 172),2,12-01-18
Yishun Avenue 7 (Blk 173),4,12-01-18
Yishun Avenue 7 (Blk 174),2,12-01-18
Yishun Ring Road (Blk 166),9,12-01-18
Canberra Crescent (Blk 130B),1,12-01-18
Canberra Crescent,2,12-01-18
Canberra Link,4,12-01-18
Canberra View,2,12-01-18
Joo Chiat Avenue,1,12-01-18
Lorong G Telok Kurau,1,12-01-18
Lorong H Telok Kurau,4,12-01-18
Yishun Street 11 (Blk 128),6,12-01-18
Yishun Street 11 (Blk 132),1,12-01-18
Ah Hood Road (The Belleforte),1,12-01-18
Balestier Road,1,12-01-18
Jalan Dusun (Blk 104),1,12-01-18
Jalan Dusun (Blk 106),1,12-01-18
Kampong Eunos (Eunos Park),3,12-01-18
Woodlands Drive 52 (Blk 620),2,12-01-18
Woodlands Ring Road (Blk 628B),1,12-01-18
Tampines Street 44 (Blk 469),1,12-01-18
Tampines Street 82 (Blk 842C),1,12-01-18
Tampines Street 82 (Blk 842H),1,12-01-18
Yishun Avenue 7,1,15-01-18
Yishun Avenue 7 (Blk 172),2,15-01-18
Yishun Avenue 7 (Blk 173),5,15-01-18
Yishun Avenue 7 (Blk 174),2,15-01-18
Yishun Ring Road (Blk 165),1,15-01-18
Yishun Ring Road (Blk 166),12,15-01-18
Yishun Street 11 (Blk 122),1,15-01-18
Yishun Street 11 (Blk 124),2,15-01-18
Yishun Street 11 (Blk 132),1,15-01-18
Jalan Gajus,1,15-01-18
Seraya Lane,2,15-01-18
Seraya Road,1,15-01-18
Toh Tuck Road (The Beverly),4,15-01-18
Woodlands Drive 52 (Blk 619),1,15-01-18
Woodlands Drive 52 (Blk 620),2,15-01-18
Woodlands Ring Road (Blk 628B),1,15-01-18
Jalan Leban,3,15-01-18
Tampines Street 44 (Blk 468),1,15-01-18
Tampines Street 44 (Blk 469),1,15-01-18
Tampines Street 44 (Blk 472),1,15-01-18
Yuan Ching Road (Lakeside Apartments),2,15-01-18
Bukit Batok Street 21 (Blk 206),1,15-01-18
Bukit Batok Street 21 (Blk 208),1,15-01-18
Canberra Crescent,1,15-01-18
Canberra Walk (Blk 115C),1,15-01-18
Lorong G Telok Kurau,1,15-01-18
Lorong G Telok Kurau (Palm Vista),1,15-01-18
Tampines Street 82 (Blk 842C),1,15-01-18
Tampines Street 82 (Blk 842H),1,15-01-18
Yishun Avenue 7,1,19-01-18
Yishun Avenue 7 (Blk 172),2,19-01-18
Yishun Avenue 7 (Blk 173),5,19-01-18
Yishun Avenue 7 (Blk 174),2,19-01-18
Yishun Ring Road (Blk 165),1,19-01-18
Yishun Ring Road (Blk 166),12,19-01-18
Yishun Street 11 (Blk 122),1,19-01-18
Yishun Street 11 (Blk 124),3,19-01-18
Yishun Street 11 (Blk 132),1,19-01-18
Jalan Gajus,1,19-01-18
Seraya Lane,2,19-01-18
Seraya Road,1,19-01-18
Toh Tuck Road (The Beverly),4,19-01-18
Jalan Leban,3,19-01-18
Tampines Street 44 (Blk 468),1,19-01-18
Tampines Street 44 (Blk 469),1,19-01-18
Tampines Street 44 (Blk 472),1,19-01-18
Yuan Ching Road (Lakeside Apartments),2,19-01-18
Yuan Ching Road (Park View Mansions),1,19-01-18
Bukit Batok Street 21 (Blk 206),1,19-01-18
Bukit Batok Street 21 (Blk 208),1,19-01-18
Canberra Walk (Blk 115C),1,19-01-18
Lorong G Telok Kurau,1,19-01-18
Lorong G Telok Kurau (Palm Vista),1,19-01-18
Yishun Avenue 7,2,22-01-18
Yishun Avenue 7 (Blk 172),5,22-01-18
Yishun Avenue 7 (Blk 173),9,22-01-18
Yishun Avenue 7 (Blk 174),2,22-01-18
Yishun Ring Road (Blk 120),1,22-01-18
Yishun Ring Road (Blk 165),1,22-01-18
Yishun Ring Road (Blk 166),12,22-01-18
Yishun Street 11 (Blk 122),1,22-01-18
Yishun Street 11 (Blk 128),10,22-01-18
Yishun Street 11 (Blk 131),1,22-01-18
Yishun Street 11 (Blk 132),1,22-01-18
Jalan Gajus,1,22-01-18
Seraya Lane,3,22-01-18
Seraya Road,1,22-01-18
Jalan Leban,4,22-01-18
Jalan Tarum,1,22-01-18
Toh Tuck Road (The Beverly),4,22-01-18
Bishan Street 13 (Blk 171),2,22-01-18
Bishan Street 13 (Blk 172),1,22-01-18
Bloxhome Drive,2,22-01-18
Crowhurst Drive,1,22-01-18
Bukit Batok Street 21 (Blk 208),1,22-01-18
Canberra Crescent,1,22-01-18
Canberra Walk (Blk 115C),1,22-01-18
Woodlands Avenue 6 (Blk 627),1,22-01-18
Woodlands Ring Road (Blk 628B),1,22-01-18
Yishun Avenue 7,2,26-01-18
Yishun Avenue 7 (Blk 172),6,26-01-18
Yishun Avenue 7 (Blk 173),10,26-01-18
Yishun Avenue 7 (Blk 174),3,26-01-18
Yishun Ring Road (Blk 120),1,26-01-18
Yishun Ring Road (Blk 165),1,26-01-18
Yishun Ring Road (Blk 166),12,26-01-18
Yishun Street 11 (Blk 122),1,26-01-18
Yishun Street 11 (Blk 128),10,26-01-18
Yishun Street 11 (Blk 131),1,26-01-18
Yishun Street 11 (Blk 132),1,26-01-18
Jalan Gajus,1,26-01-18
Seraya Lane,3,26-01-18
Seraya Road,1,26-01-18
Jalan Leban,4,26-01-18
Jalan Tarum,1,26-01-18
Bishan Street 13 (Blk 170),1,26-01-18
Bishan Street 13 (Blk 171),2,26-01-18
Bishan Street 13 (Blk 172),1,26-01-18
Toh Tuck Road (The Beverly),4,26-01-18
Bloxhome Drive,2,26-01-18
Crowhurst Drive,1,26-01-18
Bukit Batok Street 21 (Blk 208),2,26-01-18
Vaughan Road,3,26-01-18
Woodlands Avenue 6 (Blk 627),1,26-01-18
Woodlands Ring Road (Blk 628B),1,26-01-18
Canberra Drive (Eight Courtyards),1,29-01-18
Yishun Avenue 7,3,29-01-18
Yishun Avenue 7 (Blk 172),7,29-01-18
Yishun Avenue 7 (Blk 173),11,29-01-18
Yishun Avenue 7 (Blk 174),6,29-01-18
Yishun Ring Road (Blk 120),1,29-01-18
Yishun Ring Road (Blk 165),1,29-01-18
Yishun Ring Road (Blk 166),14,29-01-18
Yishun Street 11 (Blk 124),4,29-01-18
Yishun Street 11 (Blk 128),11,29-01-18
Yishun Street 11 (Blk 131),1,29-01-18
Yishun Street 11 (Blk 132),1,29-01-18
Bishan Street 11 (Bishan Loft),2,29-01-18
Bishan Street 13 (Blk 170),1,29-01-18
Bishan Street 13 (Blk 171),2,29-01-18
Bishan Street 13 (Blk 172),1,29-01-18
Bloxhome Drive,4,29-01-18
Crowhurst Drive,1,29-01-18
Canberra Drive (1 Canberra),5,29-01-18
Vaughan Road,5,29-01-18
Redhill Close (Blk 89),1,29-01-18
Redhill Close (Blk 90),1,29-01-18
Woodlands Avenue 6 (Blk 627),2,29-01-18
Woodlands Ring Road (Blk 628B),1,29-01-18
Hougang Street 11 (The Minton),2,29-01-18
Jurong East Street 21 (Blk 223A),1,29-01-18
Jurong East Street 21 (Blk 228),1,29-01-18
Seagull Walk,1,29-01-18
Upper Changi Road East (Cascadale),1,29-01-18
Canberra Drive (Eight Courtyards),1,02-02-18
Yishun Avenue 7,3,02-02-18
Yishun Avenue 7 (Blk 171),1,02-02-18
Yishun Avenue 7 (Blk 172),7,02-02-18
Yishun Avenue 7 (Blk 173),11,02-02-18
Yishun Avenue 7 (Blk 174),6,02-02-18
Yishun Ring Road (Blk 120),1,02-02-18
Yishun Ring Road (Blk 165),1,02-02-18
Yishun Street 11 (Blk 122),1,02-02-18
Yishun Street 11 (Blk 124),5,02-02-18
Yishun Street 11 (Blk 128),11,02-02-18
Yishun Street 11 (Blk 131),1,02-02-18
Yishun Street 11 (Blk 132),1,02-02-18
Bishan Street 11 (Bishan Loft),2,02-02-18
Bishan Street 13 (Blk 170),1,02-02-18
Bishan Street 13 (Blk 171),2,02-02-18
Bishan Street 13 (Blk 172),1,02-02-18
Canberra Drive (1 Canberra),5,02-02-18
Vaughan Road,5,02-02-18
Woodlands Ring Road (Blk 628B),1,02-02-18
Hougang Street 11 (The Minton),2,02-02-18
Jurong East Street 21 (Blk 223A),1,02-02-18
Jurong East Street 21 (Blk 228),1,02-02-18
Seagull Walk,1,02-02-18
Upper Changi Road East (Cascadale),1,02-02-18
Canberra Drive (1 Canberra),1,05-02-18
Canberra Drive (Eight Courtyards),1,05-02-18
Yishun Avenue 7,3,05-02-18
Yishun Avenue 7 (Blk 170),4,05-02-18
Yishun Avenue 7 (Blk 171),1,05-02-18
Yishun Avenue 7 (Blk 172),7,05-02-18
Yishun Avenue 7 (Blk 173),13,05-02-18
Yishun Avenue 7 (Blk 174),6,05-02-18
Yishun Ring Road (Blk 165),1,05-02-18
Yishun Ring Road (Blk 166),14,05-02-18
Yishun Street 11 (Blk 122),1,05-02-18
Yishun Street 11 (Blk 124),5,05-02-18
Yishun Street 11 (Blk 128),11,05-02-18
Yishun Street 11 (Blk 131),1,05-02-18
Yishun Street 11 (Blk 132),1,05-02-18
Lorong Biawak,1,05-02-18
Serangoon Avenue 2 (Sunglade),1,05-02-18
Vaughan Road,5,05-02-18
Bukit Timah Road,1,05-02-18
Keng Chin Road (Cyan),1,05-02-18
Jurong East Street 21 (Blk 223A),1,05-02-18
Jurong East Street 21 (Blk 228),1,05-02-18
Prince George's Park,2,05-02-18
Serangoon Avenue 3 (Blk 328),1,05-02-18
Serangoon Avenue 3 (Blk 331),1,05-02-18
Woodlands Drive 52 (Blk 620),2,05-02-18
Canberra Drive (1 Canberra),1,09-02-18
Canberra Drive (Eight Courtyards),1,09-02-18
Yishun Avenue 7,3,09-02-18
Yishun Avenue 7 (Blk 170),4,09-02-18
Yishun Avenue 7 (Blk 171),1,09-02-18
Yishun Avenue 7 (Blk 172),7,09-02-18
Yishun Avenue 7 (Blk 173),14,09-02-18
Yishun Avenue 7 (Blk 174),6,09-02-18
Yishun Ring Road (Blk 165),1,09-02-18
Yishun Ring Road (Blk 166),14,09-02-18
Yishun Street 11 (Blk 122),1,09-02-18
Yishun Street 11 (Blk 124),5,09-02-18
Yishun Street 11 (Blk 128),11,09-02-18
Yishun Street 11 (Blk 131),1,09-02-18
Yishun Street 11 (Blk 132),1,09-02-18
Lorong Biawak,1,09-02-18
Serangoon Avenue 2 (Sunglade),2,09-02-18
Vaughan Road,5,09-02-18
Woodlands Circle (Blk 732),2,09-02-18
Woodlands Circle (Blk 733),2,09-02-18
Bukit Timah Road (Madison Residences),1,09-02-18
Keng Chin Road (Cyan),1,09-02-18
How Sun Drive,1,09-02-18
Lorong Ong Lye (Casa Rosa),2,09-02-18
Jalan Leban,2,09-02-18
Prince George's Park,2,09-02-18
Serangoon Avenue 1 (Blk 401),1,09-02-18
Serangoon Avenue 1 (Blk 408),1,09-02-18
Serangoon Avenue 3 (Blk 328),1,09-02-18
Serangoon Avenue 3 (Blk 331),1,09-02-18
Tah Ching Road (Blk 321),1,09-02-18
Tah Ching Road (Blk 332),1,09-02-18
Yishun Street 21 (Blk 214),1,09-02-18
Yishun Street 21 (Blk 215),1,09-02-18
Canberra Drive (1 Canberra),1,12-02-18
Canberra Drive (Eight Courtyards),1,12-02-18
Yishun Avenue 7,3,12-02-18
Yishun Avenue 7 (Blk 170),4,12-02-18
Yishun Avenue 7 (Blk 171),1,12-02-18
Yishun Avenue 7 (Blk 172),7,12-02-18
Yishun Avenue 7 (Blk 173),14,12-02-18
Yishun Avenue 7 (Blk 174),6,12-02-18
Yishun Ring Road (Blk 165),1,12-02-18
Yishun Ring Road (Blk 166),14,12-02-18
Woodlands Circle (Blk 728),1,12-02-18
Woodlands Circle (Blk 732),2,12-02-18
Woodlands Circle (Blk 733),2,12-02-18
Bukit Timah Road,1,12-02-18
Bukit Timah Road (Madison Residences),1,12-02-18
Keng Chin Road (Cyan),1,12-02-18
Green Lane,1,12-02-18
Rose Lane,1,12-02-18
Jalan Leban,2,12-02-18
Lorong H Telok Kurau,1,12-02-18
Telok Kurau Road,1,12-02-18
Serangoon Avenue 3 (Blk 328),1,12-02-18
Serangoon Avenue 3 (Blk 331),1,12-02-18
Tah Ching Road (Blk 321),1,12-02-18
Tah Ching Road (Blk 332),1,12-02-18
Woodlands Drive 52 (Blk 620),2,12-02-18
Yishun Street 21 (Blk 214),1,12-02-18
Yishun Street 21 (Blk 215),1,12-02-18
Canberra Drive 1 Canberra),1,15-02-18
Canberra Drive (Eight Courtyards),1,15-02-18
Yishun Avenue 7,4,15-02-18
Yishun Avenue 7 (Blk 170),4,15-02-18
Yishun Avenue 7 (Blk 171),1,15-02-18
Yishun Avenue 7 (Blk 172),7,15-02-18
Yishun Avenue 7 (Blk 173),15,15-02-18
Yishun Avenue 7 (Blk 174),6,15-02-18
ishun Ring Road (Blk 165),1,15-02-18
ishun Ring Road (Blk 166),14,15-02-18
Woodlands Circle (Blk 728),1,15-02-18
Woodlands Circle (Blk 732),2,15-02-18
Woodlands Circle (Blk 733),2,15-02-18
Jalan Leban,3,15-02-18
Green Lane,1,15-02-18
Rose Lane,1,15-02-18
Lorong H elok Kurau,1,15-02-18
elok Kurau Road,1,15-02-18
Prince George's Park,2,15-02-18
Tah Ching Road (Blk 321),1,15-02-18
Tah Ching Road (Blk 332),1,15-02-18
Woodlands Avenue 5 Bellewoods),1,15-02-18
Woodlands Drive 52 (Blk 620),2,15-02-18
ishun Street 21 (Blk 214),1,15-02-18
ishun Street 21 (Blk 215),1,15-02-18
Woodlands Circle (Blk 728),1,19-02-18
Woodlands Circle (Blk 732),2,19-02-18
Woodlands Circle (Blk 733),4,19-02-18
Woodlands Crescent (Blk 787B),2,19-02-18
Woodlands Crescent (Blk 788B),1,19-02-18
Woodlands Drive 60 (Blk 786B),1,19-02-18
Woodlands Drive 60 (Blk 786D),1,19-02-18
Jalan Leban,3,19-02-18
Yishun Avenue 7 (Blk 174),1,19-02-18
Yishun Avenue 7 (Blk 175),1,19-02-18
ishun Ring Road (Blk 167),1,19-02-18
ishun Street 21 (Blk 214),1,19-02-18
ishun Street 21 (Blk 215),1,19-02-18
ishun Street 21 (Blk 216),1,19-02-18
Choa Chu Kang Avenue 2,1,19-02-18
Choa Chu Kang Avenue 2 (Blk 275),1,19-02-18
Jalan Tarum,1,19-02-18
Thomson Walk,1,19-02-18
Pasir Ris Drive 10 (Blk 703),1,19-02-18
Pasir Ris Drive 10 (Blk 737),1,19-02-18
Woodlands Avenue 6 (Twin Fountains),1,19-02-18
Woodlands Circle (Blk 728),1,23-02-18
Woodlands Circle (Blk 729),1,23-02-18
Woodlands Circle (Blk 732),2,23-02-18
Woodlands Circle (Blk 733),4,23-02-18
Woodlands Crescent (Blk 787B),2,23-02-18
Woodlands Crescent (Blk 788B),1,23-02-18
Woodlands Drive 60 (Blk 786B),1,23-02-18
Woodlands Drive 60 (Blk 786D),1,23-02-18
Eng Kong Garden,1,23-02-18
Jalan Leban,3,23-02-18
Redhill Close (Blk 89),1,23-02-18
Redhill Close (Blk 90),2,23-02-18
Yishun Avenue 7 (Blk 174),1,23-02-18
Yishun Avenue 7 (Blk 175),1,23-02-18
ishun Ring Road (Blk 167),1,23-02-18
ishun Street 21 (Blk 214),1,23-02-18
ishun Street 21 (Blk 215),1,23-02-18
ishun Street 21 (Blk 216),1,23-02-18
Choa Chu Kang Avenue 2,1,23-02-18
Choa Chu Kang Avenue 2 (Blk 275),1,23-02-18
Jalan Tarum,1,23-02-18
Pasir Ris Drive 10 (Blk 703),1,23-02-18
Pasir Ris Drive 10 (Blk 737),1,23-02-18
Woodlands Avenue 5 Bellewoods),1,23-02-18
Woodlands Avenue 6 (Twin Fountains),1,23-02-18
Woodlands Circle,1,26-02-18
Woodlands Circle (Blk 728),1,26-02-18
Woodlands Circle (Blk 729),1,26-02-18
Woodlands Circle (Blk 732),2,26-02-18
Woodlands Circle (Blk 733),5,26-02-18
Eng Kong Crescent,4,26-02-18
Eng Kong Garden,1,26-02-18
Jalan Gelenggang,1,26-02-18
Jalan Tarum,1,26-02-18
Sembawang Hills Drive,1,26-02-18
Yishun Street 21 (Blk 214),1,26-02-18
Yishun Street 21 (Blk 215),1,26-02-18
Yishun Street 21 (Blk 216),2,26-02-18
Bukit Batok Street 21,1,26-02-18
Bukit Batok Street 21 (Blk 212),1,26-02-18
Bukit Batok Street 21 (Blk 215),1,26-02-18
Redhill Close (Blk 89),1,26-02-18
Redhill Close (Blk 90),2,26-02-18
Tah Ching Road (Blk 321),1,26-02-18
Tah Ching Road (Blk 332),2,26-02-18
Yishun Avenue 7 (Blk 174),1,26-02-18
Yishun Avenue 7 (Blk 175),1,26-02-18
Bishan Street 11 (Bishan Loft),2,26-02-18
Jalan Tenaga (Blk 658),2,26-02-18
Woodlands Circle,1,02-03-18
Woodlands Circle (Blk 728),1,02-03-18
Woodlands Circle (Blk 729),1,02-03-18
Woodlands Circle (Blk 732),2,02-03-18
Woodlands Circle (Blk 733),5,02-03-18
Eng Kong Crescent,4,02-03-18
Eng Kong Garden,1,02-03-18
Jalan Gelenggang,1,02-03-18
Jalan Tarum,1,02-03-18
Sembawang Hills Drive,1,02-03-18
ishun Street 21 (Blk 214),1,02-03-18
ishun Street 21 (Blk 215),1,02-03-18
ishun Street 21 (Blk 216),2,02-03-18
alan Tenaga (Blk 657),2,02-03-18
alan Tenaga (Blk 658),2,02-03-18
Bukit Batok Street 21,1,02-03-18
Bukit Batok Street 21 (Blk 212),1,02-03-18
Bukit Batok Street 21 (Blk 215),1,02-03-18
Redhill Close (Blk 89),1,02-03-18
Redhill Close (Blk 90),2,02-03-18
