Location,No. of Cases,Date
Edgefield Plains (Blk 115),1,14/01/2019
Hougang Street 21 (Blk 211),1,14/01/2019
Hougang Street 21 (Blk 231),1,14/01/2019
Hougang Street 21 (Blk 233),1,14/01/2019
Jurong West Street 93 (Blk 989C),1,14/01/2019
Kaki Bukit Avenue 3,3,14/01/2019
Lorong 33 Geylang (Sims Meadows),1,14/01/2019
Lorong 34 Geylang,1,14/01/2019
Lorong 38 Geylang (The Water Edge),1,14/01/2019
Tanah Merah Kechil Avenue (Casa Merah),2,14/01/2019
Tanah Merah Kechil Avenue (D' Manor),1,14/01/2019
Ubi Avenue 1 (Blk 311),1,14/01/2019
Ubi Avenue 1 (Blk 314),1,14/01/2019
Ubi Avenue 1 (Blk 316),1,14/01/2019
Yishun Avenue 4 (Blk 861),1,14/01/2019
Yishun Avenue 4 (Blk 862),1,14/01/2019
Yishun Avenue 4 (Blk 863),1,14/01/2019
Prome Road,1,14/01/2019
Bedok Road,1,14/01/2019
Bedok Ria Cresent,1,14/01/2019
Bedok Reservoir Road (Blk 106),1,14/01/2019
Bedok Reservoir Road (Blk 110),1,14/01/2019
Chun Tin Road,1,14/01/2019
Yuk Tong Avenue,1,14/01/2019
Clementi Avenue 4 (Blk 303),1,14/01/2019
Clementi Avenue 4 (Blk 311C),1,14/01/2019
Clementi West Street 2 (Blk 716),1,14/01/2019
Clementi West Street 2 (Blk 724),1,14/01/2019
Fajar Road (Blk 436),1,14/01/2019
Saujana Road (Blk 412),1,14/01/2019
Jurong West Street 64 (Blk 677C),1,14/01/2019
Jurong West Street 64 (Blk 678A),1,14/01/2019
Jurong West Street 73 (Blk 743),1,14/01/2019
Jurong West Street 73 (Blk 744),1,14/01/2019
Pasir Ris Street 51 (Blk 565),2,14/01/2019
Punggol Drive (Blk 677C),1,14/01/2019
Punggol Drive (Blk 679C),1,14/01/2019
Seagull Walk,2,14/01/2019
Woodlands Avenue 1 (Blk 571C),2,14/01/2019
Yishun Ring Road (Blk 237),1,14/01/2019
Yishun Street 22 (Blk 259),1,14/01/2019
Bedok Reservoir Road (Blk 122),1,18/01/2019
Bedok Reservoir Road (Blk 124),1,18/01/2019
Bedok Reservoir Road (Blk 127),1,18/01/2019
Bedok Reservoir Road (Blk 128),6,18/01/2019
Bedok Reservoir Road (Blk 129),1,18/01/2019
Bedok Reservoir Road (Blk 130),2,18/01/2019
Bedok Reservoir Road (Blk 132),3,18/01/2019
Bedok Reservoir Road (Blk 134),3,18/01/2019
Bedok Reservoir Road (Blk 135),3,18/01/2019
Bedok Reservoir Road (Blk 136),15,18/01/2019
Bedok Reservoir Road (Blk 137),4,18/01/2019
Bedok Reservoir Road (Blk 138),2,18/01/2019
Bedok Reservoir Road (Blk 139),11,18/01/2019
Bedok Reservoir Road (Blk 140),4,18/01/2019
Bedok Reservoir Road (Blk 141),5,18/01/2019
Bedok Reservoir Road (Blk 144),3,18/01/2019
Bedok Reservoir Road (Blk 145),1,18/01/2019
Bedok Reservoir Road (Blk 146),4,18/01/2019
Bedok Reservoir Road (Blk 147),3,18/01/2019
Bedok Reservoir Road (Blk 148),2,18/01/2019
Bedok Reservoir Road (Blk 149),1,18/01/2019
Bedok Reservoir Road (Blk 150),5,18/01/2019
Bedok Reservoir Road (Blk 151),1,18/01/2019
Bedok Reservoir Road (Blk 608),1,18/01/2019
Bedok Reservoir Road (Blk 613),1,18/01/2019
Bedok Reservoir Road (Blk 613A),3,18/01/2019
Bedok Reservoir Road (Blk 613B),1,18/01/2019
Bedok Reservoir Road (Blk 615),1,18/01/2019
Bedok Reservoir Road (Blk 622),1,18/01/2019
Bedok Reservoir Road (Blk 623),1,18/01/2019
Bedok Reservoir Road (Blk 626),1,18/01/2019
Bedok Reservoir Road (Blk 627),2,18/01/2019
Bedok Reservoir Road (Blk 631),2,18/01/2019
Kaki Bukit Avenue 1,4,18/01/2019
Eastwood Drive,25,18/01/2019
Eastwood Green,7,18/01/2019
Eastwood Place,1,18/01/2019
Eastwood Road,2,18/01/2019
Eastwood Terrace,4,18/01/2019
Eastwood Walk,1,18/01/2019
Eastwood Way,8,18/01/2019
Eastwood Road (Eastwood Centre),2,18/01/2019
Jalan Greja,5,18/01/2019
Pesari Walk,1,18/01/2019
Taman Bedok,1,18/01/2019
Pandan Gardens (Blk 404),3,18/01/2019
Pandan Gardens (Blk 409),3,18/01/2019
Pandan Gardens (Blk 410),1,18/01/2019
Pandan Gardens (Blk 411),7,18/01/2019
Pandan Gardens (Blk 412),3,18/01/2019
Pandan Gardens (Blk 413),1,18/01/2019
Pandan Gardens (Blk 414),21,18/01/2019
Kaki Bukit Avenue 2,1,18/01/2019
Kaki Bukit Avenue 3,1,18/01/2019
Kaki Bukit Industrial Terrace,24,18/01/2019
Kaki Bukit Place,2,18/01/2019
Kaki Bukit Road 2,1,18/01/2019
Kaki Bukit Road 3,3,18/01/2019
Jurong West Street 93 (Blk 977),1,18/01/2019
Yunnan Drive 1,5,18/01/2019
Yunnan Drive 3,5,18/01/2019
Yunnan Road,8,18/01/2019
Yunnan Walk 1,2,18/01/2019
Yunnan Walk 2,1,18/01/2019
Cashew Road (Cashew Heights),6,18/01/2019
Gangsa Road (Blk 153),5,18/01/2019
Gangsa Road (Blk 154),3,18/01/2019
Gangsa Road (Blk 155),1,18/01/2019
Hazel Park Terrace (Hazel Park Condominium),3,18/01/2019
Petir Road (Maysprings),1,18/01/2019
Hougang Avenue 5 (Blk 308),3,18/01/2019
Hougang Avenue 5 (Blk 310),9,18/01/2019
Hougang Avenue 5 (Blk 319),1,18/01/2019
Hougang Avenue 5 (Blk 322),1,18/01/2019
Hougang Avenue 5 (Blk 324),1,18/01/2019
Hougang Avenue 7 (Blk 316),2,18/01/2019
Hougang Avenue 7 (Blk 325),1,18/01/2019
Alexandra Road (The Anchorage),9,18/01/2019
Barbary Walk,1,18/01/2019
Queensway (Blk 168A),3,18/01/2019
Stirling Road,2,18/01/2019
Stirling Road (Blk 170),1,18/01/2019
Stirling Road (Blk 171),1,18/01/2019
Bedok Reservoir Road (Blk 117),1,18/01/2019
Jalan Damai (Blk 664),1,18/01/2019
Jalan Damai (Blk 665),1,18/01/2019
Jalan Tenaga (Blk 651),1,18/01/2019
Jalan Tenaga (Blk 652),1,18/01/2019
Jalan Tenaga (Blk 654),2,18/01/2019
Jalan Tenaga (Blk 655),1,18/01/2019
Jalan Tenaga (Blk 658),1,18/01/2019
Hougang Avenue 6 (Blk 524),3,18/01/2019
Hougang Avenue 6 (Blk 525),1,18/01/2019
Hougang Avenue 6 (Blk 527),2,18/01/2019
Hougang Avenue 6 (Blk 528),1,18/01/2019
Hougang Avenue 6 (Blk 529),2,18/01/2019
Hougang Avenue 6 (Blk 530),1,18/01/2019
Hougang Avenue 6 (Blk 531),2,18/01/2019
Hougang Avenue 6 (Blk 532),1,18/01/2019
Yishun Avenue 4 (Blk 509A),1,18/01/2019
Yishun Street 81 (Blk 865),1,18/01/2019
Yishun Street 81 (Blk 866),3,18/01/2019
Yishun Street 81 (Blk 867),2,18/01/2019
Yishun Street 81 (Blk 868),3,18/01/2019
Yishun Street 81 (Blk 872),1,18/01/2019
Jurong West Street 91 (Blk 909),1,18/01/2019
Jurong West Street 91 (Blk 910),1,18/01/2019
Jurong West Street 91 (Blk 913),2,18/01/2019
Jurong West Street 91 (Blk 914),3,18/01/2019
Jurong West Street 91 (Blk 934),1,18/01/2019
Jurong West Street 91 (Blk 947),2,18/01/2019
Jurong West Street 92 (Blk 932),1,18/01/2019
Bedok Avenue,2,18/01/2019
Bedok Garden,2,18/01/2019
Bedok Road,1,18/01/2019
Bedok Road (Country Park Condominium),1,18/01/2019
Jalan Bilal,1,18/01/2019
Jalan Kathi,3,18/01/2019
Upper East Coast Road,1,18/01/2019
Jalan Kuang,1,18/01/2019
Jalan Pelatok,1,18/01/2019
Jalan Pergam,3,18/01/2019
Simei Rise (Savannah Condopark),2,18/01/2019
Upper Changi Road East,2,18/01/2019
Jalan Kembangan,1,18/01/2019
Jalan Sayang,3,18/01/2019
Jalan Selamat,3,18/01/2019
Jalan Senyum,1,18/01/2019
Kwong Avenue,1,18/01/2019
Puay Hee Avenue,1,18/01/2019
Siak Kew Avenue,3,18/01/2019
Siang Kuang Avenue,2,18/01/2019
Seagull Walk,5,18/01/2019
Upper Changi Road East (Cascadale),3,18/01/2019
Tampines Street 32 (Blk 301),1,18/01/2019
Tampines Street 32 (Blk 306),1,18/01/2019
Tampines Street 32 (Blk 308),2,18/01/2019
Tampines Street 33 (Blk 312),2,18/01/2019
Tampines Street 33 (Blk 316),2,18/01/2019
Woodlands Avenue 6 (Blk 759),3,18/01/2019
Woodlands Avenue 6 (Blk 763),2,18/01/2019
Woodlands Circle (Blk 734),1,18/01/2019
Woodlands Circle (Blk 742),1,18/01/2019
Woodlands Crescent (Blk 776),1,18/01/2019
Woodlands Crescent (Blk 777),2,18/01/2019
Woodlands Crescent (Blk 780A),1,18/01/2019
Woodlands Drive 60 (Blk 778),3,18/01/2019
Woodlands Drive 60 (Blk 786D),1,18/01/2019
Simei Street 4 (Blk 222),1,18/01/2019
Simei Street 4 (Blk 223),2,18/01/2019
Simei Street 4 (Blk 225),1,18/01/2019
Simei Street 4 (Simei Green Condominium),2,18/01/2019
Sunbird Circle,1,18/01/2019
Bedok Reservoir Road (Blk 644),1,18/01/2019
Jalan Tenaga (Blk 647),1,18/01/2019
Jalan Tenaga (Blk 648),1,18/01/2019
Mergui Road (Mergui Mansions),3,18/01/2019
Mergui Road (Pristine Heights),3,18/01/2019
Yishun Avenue 4 (Blk 861),1,18/01/2019
Yishun Avenue 4 (Blk 862),3,18/01/2019
Yishun Avenue 4 (Blk 863),1,18/01/2019
Yishun Street 61 (Blk 634),1,18/01/2019
Hougang Avenue 8 (Blk 642),1,18/01/2019
Hougang Avenue 8 (Blk 643),2,18/01/2019
Hougang Avenue 8 (Blk 652),1,18/01/2019
Hougang Avenue 8 (Blk 658),1,18/01/2019
Tanah Merah Kechil Avenue (D' Manor),2,18/01/2019
Aljunied Crescent (Blk 99),3,18/01/2019
Aljunied Crescent (Blk 101),1,18/01/2019
Jurong West Street 81 (Blk 824),1,18/01/2019
Jurong West Street 81 (Blk 831),1,18/01/2019
Jurong West Street 81 (Blk 832),1,18/01/2019
Jurong West Street 81 (Blk 851),1,18/01/2019
Jurong West Street 93 (Blk 989A),1,18/01/2019
Jurong West Street 93 (Blk 989C),1,18/01/2019
Jurong West Street 93 (Blk 989D),2,18/01/2019
Bedok Reservoir Road (Blk 106),1,18/01/2019
Bedok Reservoir Road (Blk 110),1,18/01/2019
Buangkok Crescent (Blk 979A),1,18/01/2019
Buangkok Green (Blk 987A),1,18/01/2019
Buangkok Green (Blk 987B),1,18/01/2019
Cashew Road (Cashew Park Condominium),2,18/01/2019
Chestnut Gardens,1,18/01/2019
Casuarina Road,3,18/01/2019
Hougang Street 21 (Blk 211),1,18/01/2019
Hougang Street 21 (Blk 231),1,18/01/2019
Hougang Street 21 (Blk 233),1,18/01/2019
Jurong West Street 64 (Blk 677C),1,18/01/2019
Jurong West Street 64 (Blk 678A),2,18/01/2019
Lorong 34 Geylang,1,18/01/2019
Lorong 38 Geylang (The Water Edge),1,18/01/2019
Pasir Ris Rise (Sea Horizon),3,18/01/2019
Pasir Ris Street 51 (Blk 565),3,18/01/2019
Tah Ching Road (Blk 327),1,18/01/2019
Yung Sheng Road,1,18/01/2019
Yung Sheng Road (Blk 181),1,18/01/2019
Teban Gardens Road (Blk 32),1,18/01/2019
Teban Gardens Road (Blk 60),1,18/01/2019
Teban Gardens Road (Blk 65),1,18/01/2019
Woodlands Street 82 (Blk 821),1,18/01/2019
Akyab Road (Pavilion 11),1,18/01/2019
Prome Road,1,18/01/2019
Chun Tin Road,1,18/01/2019
Yuk Tong Avenue,1,18/01/2019
Clementi Avenue 4 (Blk 303),1,18/01/2019
Clementi Avenue 4 (Blk 311C),1,18/01/2019
Elias Road (Blk 604),1,18/01/2019
Elias Road (Oasis @ Elias),1,18/01/2019
Gangsa Road (Blk 106),1,18/01/2019
Petir Road (Blk 149),1,18/01/2019
Hougang Avenue 4 (Blk 605),1,18/01/2019
Hougang Avenue 4 (Blk 607),1,18/01/2019
Hougang Street 22 (Blk 245),1,18/01/2019
Marine Parade Road (Laguna Park),2,18/01/2019
Pasir Ris Street 21 (Blk 230),2,18/01/2019
Paya Lebar Way (Blk 120),1,18/01/2019
Paya Lebar Way (Blk 123),1,18/01/2019
Punggol Drive (Blk 677C),1,18/01/2019
Punggol Drive (Blk 679C),1,18/01/2019
Sin Ming Drive,2,18/01/2019
Tampines Street 83 (Blk 886A),1,18/01/2019
Tampines Street 84 (Blk 876),1,18/01/2019
Woodlands Avenue 1 (Blk 571C),2,18/01/2019
Bedok Reservoir Road (Blk 122),1,21/01/2019
Bedok Reservoir Road (Blk 124),1,21/01/2019
Bedok Reservoir Road (Blk 127),1,21/01/2019
Bedok Reservoir Road (Blk 128),6,21/01/2019
Bedok Reservoir Road (Blk 129),1,21/01/2019
Bedok Reservoir Road (Blk 130),2,21/01/2019
Bedok Reservoir Road (Blk 132),3,21/01/2019
Bedok Reservoir Road (Blk 134),3,21/01/2019
Bedok Reservoir Road (Blk 135),3,21/01/2019
Bedok Reservoir Road (Blk 136),15,21/01/2019
Bedok Reservoir Road (Blk 137),5,21/01/2019
Bedok Reservoir Road (Blk 138),2,21/01/2019
Bedok Reservoir Road (Blk 139),11,21/01/2019
Bedok Reservoir Road (Blk 140),4,21/01/2019
Bedok Reservoir Road (Blk 141),5,21/01/2019
Bedok Reservoir Road (Blk 144),3,21/01/2019
Bedok Reservoir Road (Blk 145),1,21/01/2019
Bedok Reservoir Road (Blk 146),5,21/01/2019
Bedok Reservoir Road (Blk 147),3,21/01/2019
Bedok Reservoir Road (Blk 148),2,21/01/2019
Bedok Reservoir Road (Blk 149),1,21/01/2019
Bedok Reservoir Road (Blk 150),5,21/01/2019
Bedok Reservoir Road (Blk 151),1,21/01/2019
Bedok Reservoir Road (Blk 608),1,21/01/2019
Bedok Reservoir Road (Blk 613),1,21/01/2019
Bedok Reservoir Road (Blk 613A),3,21/01/2019
Bedok Reservoir Road (Blk 613B),1,21/01/2019
Bedok Reservoir Road (Blk 615),1,21/01/2019
Bedok Reservoir Road (Blk 622),1,21/01/2019
Bedok Reservoir Road (Blk 623),1,21/01/2019
Bedok Reservoir Road (Blk 626),1,21/01/2019
Bedok Reservoir Road (Blk 627),2,21/01/2019
Bedok Reservoir Road (Blk 631),2,21/01/2019
Kaki Bukit Avenue 1,4,21/01/2019
Eastwood Drive,25,21/01/2019
Eastwood Green,7,21/01/2019
Eastwood Place,1,21/01/2019
Eastwood Road,2,21/01/2019
Eastwood Terrace,4,21/01/2019
Eastwood Walk,1,21/01/2019
Eastwood Way,8,21/01/2019
Eastwood Road (Eastwood Centre),2,21/01/2019
Jalan Greja,5,21/01/2019
Pesari Walk,1,21/01/2019
Taman Bedok,1,21/01/2019
Pandan Gardens (Blk 404),3,21/01/2019
Pandan Gardens (Blk 409),3,21/01/2019
Pandan Gardens (Blk 410),1,21/01/2019
Pandan Gardens (Blk 411),7,21/01/2019
Pandan Gardens (Blk 412),3,21/01/2019
Pandan Gardens (Blk 413),1,21/01/2019
Pandan Gardens (Blk 414),21,21/01/2019
Kaki Bukit Avenue 2,1,21/01/2019
Kaki Bukit Avenue 3,1,21/01/2019
Kaki Bukit Industrial Terrace,24,21/01/2019
Kaki Bukit Place,2,21/01/2019
Kaki Bukit Road 2,1,21/01/2019
Kaki Bukit Road 3,3,21/01/2019
Jurong West Street 93 (Blk 977),1,21/01/2019
Yunnan Drive 1,5,21/01/2019
Yunnan Drive 3,5,21/01/2019
Yunnan Road,8,21/01/2019
Yunnan Walk 1,2,21/01/2019
Yunnan Walk 2,1,21/01/2019
Yunnan Walk 3,1,21/01/2019
Cashew Road (Cashew Heights),6,21/01/2019
Gangsa Road (Blk 153),5,21/01/2019
Gangsa Road (Blk 154),3,21/01/2019
Gangsa Road (Blk 155),1,21/01/2019
Hazel Park Terrace (Hazel Park Condominium),3,21/01/2019
Petir Road (Maysprings),1,21/01/2019
Hougang Avenue 5 (Blk 308),3,21/01/2019
Hougang Avenue 5 (Blk 310),9,21/01/2019
Hougang Avenue 5 (Blk 320),1,21/01/2019
Hougang Avenue 5 (Blk 322),1,21/01/2019
Hougang Avenue 5 (Blk 324),1,21/01/2019
Hougang Avenue 7 (Blk 316),2,21/01/2019
Hougang Avenue 7 (Blk 325),1,21/01/2019
Alexandra Road (The Anchorage),9,21/01/2019
Barbary Walk,1,21/01/2019
Queensway (Blk 168A),3,21/01/2019
Stirling Road,2,21/01/2019
Stirling Road (Blk 170),1,21/01/2019
Stirling Road (Blk 171),1,21/01/2019
Bedok Avenue,3,21/01/2019
Bedok Garden,2,21/01/2019
Bedok Road,1,21/01/2019
Bedok Road (Country Park Condominium),1,21/01/2019
Minaret Walk,1,21/01/2019
Upper East Coast Road,1,21/01/2019
Bedok Reservoir Road (Blk 117),1,21/01/2019
Jalan Damai (Blk 664),1,21/01/2019
Jalan Damai (Blk 665),1,21/01/2019
Jalan Damai (Blk 667),2,21/01/2019
Jalan Tenaga (Blk 649),2,21/01/2019
Jalan Tenaga (Blk 651),1,21/01/2019
Jalan Tenaga (Blk 652),1,21/01/2019
Jalan Tenaga (Blk 654),2,21/01/2019
Jalan Tenaga (Blk 655),1,21/01/2019
Jalan Tenaga (Blk 658),1,21/01/2019
Hougang Avenue 6 (Blk 524),3,21/01/2019
Hougang Avenue 6 (Blk 525),1,21/01/2019
Hougang Avenue 6 (Blk 529),2,21/01/2019
Hougang Avenue 6 (Blk 530),1,21/01/2019
Hougang Avenue 6 (Blk 531),2,21/01/2019
Hougang Avenue 6 (Blk 532),1,21/01/2019
Jurong West Street 91 (Blk 909),1,21/01/2019
Jurong West Street 91 (Blk 910),1,21/01/2019
Jurong West Street 91 (Blk 913),2,21/01/2019
Jurong West Street 91 (Blk 914),3,21/01/2019
Jurong West Street 91 (Blk 934),1,21/01/2019
Jurong West Street 91 (Blk 940),1,21/01/2019
Jurong West Street 91 (Blk 947),2,21/01/2019
Yishun Avenue 4 (Blk 508B),2,21/01/2019
Yishun Avenue 4 (Blk 509A),1,21/01/2019
Yishun Street 81 (Blk 865),1,21/01/2019
Yishun Street 81 (Blk 866),3,21/01/2019
Yishun Street 81 (Blk 867),2,21/01/2019
Yishun Street 81 (Blk 868),3,21/01/2019
Yishun Street 81 (Blk 872),1,21/01/2019
Jalan Kuang,1,21/01/2019
Jalan Pelatok,1,21/01/2019
Jalan Pergam,3,21/01/2019
Simei Rise (Savannah Condopark),2,21/01/2019
Upper Changi Road East,2,21/01/2019
Seagull Walk,5,21/01/2019
Upper Changi Road East (Cascadale),4,21/01/2019
Woodlands Crescent (Blk 777),2,21/01/2019
Woodlands Crescent (Blk 780A),1,21/01/2019
Woodlands Drive 60 (Blk 778),4,21/01/2019
Woodlands Drive 60 (Blk 786D),1,21/01/2019
Jalan Kembangan,1,21/01/2019
Jalan Sayang,3,21/01/2019
Jalan Selamat,3,21/01/2019
Jalan Senyum,1,21/01/2019
Kwong Avenue,1,21/01/2019
MacPherson Road,1,21/01/2019
Puay Hee Avenue,1,21/01/2019
Siak Kew Avenue,3,21/01/2019
Siang Kuang Avenue,2,21/01/2019
Tampines Street 32 (Blk 301),1,21/01/2019
Tampines Street 32 (Blk 308),2,21/01/2019
Tampines Street 33 (Blk 312),2,21/01/2019
Tampines Street 33 (Blk 316),2,21/01/2019
Woodlands Avenue 6 (Blk 759),3,21/01/2019
Woodlands Avenue 6 (Blk 763),2,21/01/2019
Woodlands Circle (Blk 734),1,21/01/2019
Woodlands Circle (Blk 741),1,21/01/2019
Woodlands Circle (Blk 742),1,21/01/2019
Simei Street 4 (Blk 222),1,21/01/2019
Simei Street 4 (Blk 223),2,21/01/2019
Simei Street 4 (Blk 225),1,21/01/2019
Simei Street 4 (Simei Green Condominium),2,21/01/2019
Sunbird Circle,1,21/01/2019
Jalan Eunos (Eunos Mansions),3,21/01/2019
Jalan Tenaga (Blk 647),1,21/01/2019
Jalan Tenaga (Blk 648),1,21/01/2019
Mergui Road (Mergui Mansions),3,21/01/2019
Mergui Road (Pristine Heights),3,21/01/2019
Yishun Avenue 4 (Blk 861),1,21/01/2019
Yishun Avenue 4 (Blk 862),3,21/01/2019
Yishun Avenue 4 (Blk 863),1,21/01/2019
Yishun Street 61 (Blk 634),1,21/01/2019
Hougang Avenue 8 (Blk 642),1,21/01/2019
Hougang Avenue 8 (Blk 643),2,21/01/2019
Hougang Avenue 8 (Blk 652),1,21/01/2019
Tanah Merah Kechil Avenue (Casa Merah),3,21/01/2019
Tanah Merah Kechil Avenue (D' Manor),2,21/01/2019
Aljunied Crescent (Blk 99),3,21/01/2019
Aljunied Crescent (Blk 101),1,21/01/2019
Jurong West Street 81 (Blk 824),1,21/01/2019
Jurong West Street 81 (Blk 831),1,21/01/2019
Jurong West Street 81 (Blk 832),1,21/01/2019
Jurong West Street 81 (Blk 851),1,21/01/2019
Jurong West Street 93 (Blk 989A),1,21/01/2019
Jurong West Street 93 (Blk 989C),1,21/01/2019
Jurong West Street 93 (Blk 989D),2,21/01/2019
Sembawang Close (Blk 334),1,21/01/2019
Sembawang Close (Blk 339B),1,21/01/2019
Bedok Reservoir Road (Blk 106),1,21/01/2019
Bedok Reservoir Road (Blk 108),1,21/01/2019
Bedok Reservoir Road (Blk 110),1,21/01/2019
Buangkok Crescent (Blk 979A),1,21/01/2019
Buangkok Green (Blk 987A),1,21/01/2019
Buangkok Green (Blk 987B),1,21/01/2019
Cashew Road (Cashew Park Condominium),2,21/01/2019
Chestnut Gardens,1,21/01/2019
Hougang Street 21 (Blk 211),1,21/01/2019
Hougang Street 21 (Blk 233),1,21/01/2019
Jalan Ishak,2,21/01/2019
Lorong Salleh,1,21/01/2019
Jurong West Street 64 (Blk 677C),1,21/01/2019
Jurong West Street 64 (Blk 678A),2,21/01/2019
Lorong 33 Geylang (Sims Meadows),1,21/01/2019
Lorong 34 Geylang,1,21/01/2019
Lorong 38 Geylang (The Water Edge),1,21/01/2019
Pasir Ris Rise (Sea Horizon),3,21/01/2019
Pasir Ris Street 51 (Blk 565),3,21/01/2019
Simei Street 2 (Blk 146),2,21/01/2019
Simei Street 5 (Blk 246),1,21/01/2019
Tah Ching Road (Blk 327),1,21/01/2019
Teban Gardens Road (Blk 32),1,21/01/2019
Teban Gardens Road (Blk 60),1,21/01/2019
Teban Gardens Road (Blk 65),1,21/01/2019
Woodlands Street 82 (Blk 821),1,21/01/2019
Woodlands Street 82 (Blk 848),1,21/01/2019
Woodlands Street 83 (Blk 866),1,21/01/2019
Akyab Road (Pavilion 11),1,21/01/2019
Prome Road,1,21/01/2019
Chun Tin Road,1,21/01/2019
Yuk Tong Avenue,1,21/01/2019
Elias Road (Blk 604),1,21/01/2019
Elias Road (Oasis @ Elias),1,21/01/2019
Gangsa Road (Blk 106),1,21/01/2019
Hougang Avenue 1 (Blk 173),1,21/01/2019
Lor Ah Soo (Blk 133),1,21/01/2019
Hougang Avenue 4 (Blk 605),1,21/01/2019
Hougang Avenue 4 (Blk 607),1,21/01/2019
Marine Parade Road (Laguna Park),2,21/01/2019
Pasir Ris Street 21 (Blk 230),2,21/01/2019
Paya Lebar Way (Blk 120),1,21/01/2019
Paya Lebar Way (Blk 123),1,21/01/2019
Poh Huat Road West (Nouvelle Park),1,21/01/2019
Terrasse Lane (Terrasse),1,21/01/2019
Punggol Drive (Blk 677C),1,21/01/2019
Punggol Drive (Blk 679C),1,21/01/2019
Woodlands Avenue 1 (Blk 571C),2,21/01/2019
Bedok Reservoir Road (Blk 122),1,25/01/2019
Bedok Reservoir Road (Blk 124),1,25/01/2019
Bedok Reservoir Road (Blk 127),1,25/01/2019
Bedok Reservoir Road (Blk 128),8,25/01/2019
Bedok Reservoir Road (Blk 129),1,25/01/2019
Bedok Reservoir Road (Blk 130),5,25/01/2019
Bedok Reservoir Road (Blk 132),3,25/01/2019
Bedok Reservoir Road (Blk 134),3,25/01/2019
Bedok Reservoir Road (Blk 135),4,25/01/2019
Bedok Reservoir Road (Blk 136),15,25/01/2019
Bedok Reservoir Road (Blk 137),5,25/01/2019
Bedok Reservoir Road (Blk 138),2,25/01/2019
Bedok Reservoir Road (Blk 139),11,25/01/2019
Bedok Reservoir Road (Blk 140),4,25/01/2019
Bedok Reservoir Road (Blk 141),5,25/01/2019
Bedok Reservoir Road (Blk 144),3,25/01/2019
Bedok Reservoir Road (Blk 145),2,25/01/2019
Bedok Reservoir Road (Blk 146),9,25/01/2019
Bedok Reservoir Road (Blk 147),4,25/01/2019
Bedok Reservoir Road (Blk 148),3,25/01/2019
Bedok Reservoir Road (Blk 149),1,25/01/2019
Bedok Reservoir Road (Blk 150),5,25/01/2019
Bedok Reservoir Road (Blk 151),2,25/01/2019
Bedok Reservoir Road (Blk 608),1,25/01/2019
Bedok Reservoir Road (Blk 613),1,25/01/2019
Bedok Reservoir Road (Blk 613A),3,25/01/2019
Bedok Reservoir Road (Blk 613B),1,25/01/2019
Bedok Reservoir Road (Blk 615),1,25/01/2019
Bedok Reservoir Road (Blk 622),1,25/01/2019
Bedok Reservoir Road (Blk 623),1,25/01/2019
Bedok Reservoir Road (Blk 626),1,25/01/2019
Bedok Reservoir Road (Blk 627),4,25/01/2019
Bedok Reservoir Road (Blk 631),3,25/01/2019
Kaki Bukit Avenue 1,7,25/01/2019
Eastwood Drive,25,25/01/2019
Eastwood Green,7,25/01/2019
Eastwood Place,1,25/01/2019
Eastwood Road,3,25/01/2019
Eastwood Terrace,4,25/01/2019
Eastwood Walk,2,25/01/2019
Eastwood Way,9,25/01/2019
Eastwood Road (Eastwood Centre),2,25/01/2019
Jalan Greja,5,25/01/2019
Pesari Walk,1,25/01/2019
Taman Bedok,1,25/01/2019
Jurong West Street 93 (Blk 977),1,25/01/2019
Yunnan Drive 3,5,25/01/2019
Yunnan Road,8,25/01/2019
Yunnan Walk 1,3,25/01/2019
Yunnan Walk 2,1,25/01/2019
Yunnan Walk 3,2,25/01/2019
Kaki Bukit Avenue 2,1,25/01/2019
Kaki Bukit Avenue 3,1,25/01/2019
Kaki Bukit Industrial Terrace,25,25/01/2019
Kaki Bukit Place,2,25/01/2019
Kaki Bukit Road 2,1,25/01/2019
Kaki Bukit Road 3,4,25/01/2019
Hougang Avenue 5 (Blk 305),1,25/01/2019
Hougang Avenue 5 (Blk 308),3,25/01/2019
Hougang Avenue 5 (Blk 310),10,25/01/2019
Hougang Avenue 5 (Blk 320),2,25/01/2019
Hougang Avenue 5 (Blk 322),1,25/01/2019
Hougang Avenue 5 (Blk 324),1,25/01/2019
Hougang Avenue 7 (Blk 316),2,25/01/2019
Hougang Avenue 7 (Blk 325),2,25/01/2019
Cashew Road (Cashew Heights),7,25/01/2019
Gangsa Road (Blk 146),1,25/01/2019
Gangsa Road (Blk 153),6,25/01/2019
Gangsa Road (Blk 154),2,25/01/2019
Gangsa Road (Blk 155),1,25/01/2019
Gangsa Road (Blk 163),1,25/01/2019
Hazel Park Terrace (Hazel Park Condominium),3,25/01/2019
Petir Road (Maysprings),1,25/01/2019
Barbary Walk,1,25/01/2019
Queensway (Blk 168A),3,25/01/2019
Stirling Road,2,25/01/2019
Stirling Road (Blk 170),1,25/01/2019
Stirling Road (Blk 171),1,25/01/2019
Alexandra Road,1,25/01/2019
Changi Road,2,25/01/2019
Jalan Kembangan,1,25/01/2019
Jalan Lapang,4,25/01/2019
Jalan Sayang,4,25/01/2019
Jalan Selamat,4,25/01/2019
Jalan Senang,3,25/01/2019
Jalan Sentosa,1,25/01/2019
Jalan Senyum,1,25/01/2019
